dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
AG,66.66666666666666,34.32835820895522,12.549310621989482,Die Ortschaft ist von Peine durch weitläufige Agrarflächen getrennt.,Die Wirtschaft ist durch weitläufige Agrarklächen von Bären getrennt.,6,0,0,"REF:  die ortschaft  ist von   peine       durch        weitläufige agrarflächen getrennt
HYP:  die wirtschaft ist durch weitläufige agrarklächen von         bären        getrennt
TYPE: C   S          C   S     S           S            S           S            C"
SG,63.63636363636363,43.18181818181818,45.788313721339826,Nicht-ordensgebundene Männer und Frauen stellen heute die Mehrheit unter den Studierenden.,"Männer und Frauen, die nicht an Orden gebunden sind, stellen heute die Mehrheit unter den Studierenden.",0,1,6,"REF:  nichtordensgebundene männer und frauen ***** ***** ***** ***** *****    ***** stellen heute die mehrheit unter den studierenden
HYP:  *****                männer und frauen die   nicht an    orden gebunden sind  stellen heute die mehrheit unter den studierenden
TYPE: D                    C      C   C      I     I     I     I     I        I     C       C     C   C        C     C   C"
TG,62.5,50.0,23.356898886410015,Kanonen besaß zwei Züge mit jeweils vier Wagen.,Die Kanone besass jeweils zwei Züge mit vier Wagen.,2,1,2,"REF:  ***** *****  kanonen besaß   zwei züge mit jeweils vier wagen
HYP:  die   kanone besass  jeweils zwei züge mit *****   vier wagen
TYPE: I     I      S       S       C    C    C   D       C    C"
BE,62.5,23.91304347826087,12.22307556087252,Im Film hieß dieses Haus „Gasthof ‚Zur Sonne‘“.,Im Film heißt das Haus Gasthof zur Sonne.,5,0,0,"REF:  im film hieß  dieses haus „gasthof ‚zur sonne‘“
HYP:  im film heißt das    haus gasthof  zur  sonne
TYPE: C  C    S     S      C    S        S    S"
AG,60.0,48.57142857142857,14.058533129758727,Isotope waren damals noch unbekannt.,Eisentroppen waren schon damals unbekannt.,1,1,1,"REF:  isotope      waren ***** damals noch  unbekannt
HYP:  eisentroppen waren schon damals ***** unbekannt
TYPE: S            C     I     C      D     C"
ZH,60.0,14.516129032258066,28.24099048856542,In den letzten Jahren gewinnt auch der Fußball an Begeisterung.,In den letzten Jahren gewann er auch den Fußballerbegeisterung.,3,2,1,"REF:  in den letzten jahren *****  gewinnt auch der fußball               an    begeisterung
HYP:  in den letzten jahren gewann er      auch den fußballerbegeisterung ***** *****
TYPE: C  C   C       C      I      S       C    S   S                     D     D"
BE,60.0,21.428571428571427,17.965205598154213,Zu Bioley-Magnoux gehören einige Einzelhöfe.,Zu Piore Manu gehören einige Einzelhelfen.,2,0,1,"REF:  zu ***** bioleymagnoux gehören einige einzelhöfe
HYP:  zu piore manu          gehören einige einzelhelfen
TYPE: C  I     S             C       C      S"
UR,60.0,39.705882352941174,33.56891925037239,Zurzeit wird der Flughafen nur von Flugschulen und Aeroclubs benutzt.,Der Flughafen wird zurzeit nur von Flugschulen und Terrorclubs genutzt.,4,1,1,"REF:  ***** zurzeit   wird der     flughafen nur von flugschulen und aeroclubs   benutzt
HYP:  der   flughafen wird zurzeit *****     nur von flugschulen und terrorclubs genutzt
TYPE: I     S         C    S       D         C   C   C           C   S           S"
BE,60.0,39.53488372093023,21.3643503198117,Mein Vertrauen ist entsprechend geschwunden.,Mein Vertrauen wurde dementsprechend kleiner.,3,0,0,"REF:  mein vertrauen ist   entsprechend    geschwunden
HYP:  mein vertrauen wurde dementsprechend kleiner
TYPE: C    C         S     S               S"
SG,58.333333333333336,35.13513513513514,22.242469397936766,Bei der Aktion wird sowohl Marvin getötet als auch die Tankstelle zerstört.,Bei dieser Aktion wurde Marvin ums Leben gekommen und auch die Tankstelle zerstört.,6,0,1,"REF:  bei der    aktion ***** wird   sowohl marvin getötet  als auch die tankstelle zerstört
HYP:  bei dieser aktion wurde marvin ums    leben  gekommen und auch die tankstelle zerstört
TYPE: C   S      C      I     S      S      S      S        S   C    C   C          C"
SO,58.333333333333336,24.137931034482758,14.448814886766836,"Wie außergewöhnlich müssen die Bedingungen denn sein, damit Sie die Zahlungen fortsetzen?","Wie außergewöhnlich müssen Bedingungen sein, um seine Zahlung fortzusetzen?",4,3,0,"REF:  wie außergewöhnlich müssen die   bedingungen denn  sein damit sie   die     zahlungen    fortsetzen
HYP:  wie außergewöhnlich müssen ***** bedingungen ***** sein um    seine zahlung fortzusetzen *****
TYPE: C   C               C      D     C           D     C    S     S     S       S            D"
AG,58.333333333333336,21.951219512195124,15.133218633429316,"Hierbei adaptiert das Rastrelli-Quartett auch Stücke aus Jazz, Klezmer, Blues und Pop.","Dabei adaptierte er das Stelli-Quartett aus Stücken aus Jazz, Clemens, Blues und Pop.",6,0,1,"REF:  ***** hierbei    adaptiert das rastrelliquartett auch stücke  aus jazz klezmer blues und pop
HYP:  dabei adaptierte er        das stelliquartett    aus  stücken aus jazz clemens blues und pop
TYPE: I     S          S         C   S                 S    S       C   C    S       C     C   C"
SH,57.14285714285714,7.317073170731707,25.57539057896621,"Er liegt zwischen den Straßen Larsen, Gral.",Er liegt zwischen der Straße Larsen-Gral.,3,1,0,"REF:  er liegt zwischen den straßen larsen     gral
HYP:  er liegt zwischen der straße  larsengral *****
TYPE: C  C     C        S   S       S          D"
BE,57.14285714285714,44.18604651162791,27.77619034011791,Der November wurde dadurch zum elften Monat.,Dieser wurde im November zum elften Monat.,4,0,0,"REF:  der    november wurde dadurch  zum elften monat
HYP:  dieser wurde    im    november zum elften monat
TYPE: S      S        S     S        C   C      C"
BE,57.14285714285714,19.607843137254903,15.619699684601283,Qing Kaiser Qianlong wieder rehabilitiert zu werden.,King Kaiser kann lange wieder rehabilitiert werden.,2,1,1,"REF:  qing kaiser ***** qianlong wieder rehabilitiert zu    werden
HYP:  king kaiser kann  lange    wieder rehabilitiert ***** werden
TYPE: S    C      I     S        C      C             D     C"
SO,55.55555555555556,31.11111111111111,11.737849637633069,Sie wählt den Notruf und fängt an zu schreien.,Sie wählte nach und begann zu schreien.,3,2,0,"REF:  sie wählt  den  notruf und fängt  an    zu schreien
HYP:  sie wählte nach *****  und begann ***** zu schreien
TYPE: C   S      S    D      C   S      D     C  C"
ZH,55.55555555555556,19.11764705882353,19.070828081828378,Zu meinem Bericht wurde eine Reihe von Änderungsanträgen eingereicht.,Zu meinem Bericht wurden einen ganzen Haufen Änderungsanträge eingereicht.,5,0,0,"REF:  zu meinem bericht wurde  eine  reihe  von    änderungsanträgen eingereicht
HYP:  zu meinem bericht wurden einen ganzen haufen änderungsanträge  eingereicht
TYPE: C  C      C       S      S     S      S      S                 C"
TG,54.54545454545454,36.206896551724135,37.20090803840517,Am Ende kommt sie dennoch frei und findet ihre wahre Liebe.,Schließlich ist sie dennoch frei und findet jetzt ihre Wahrliebe.,3,2,1,"REF:  am          ende kommt sie dennoch frei und findet ***** ihre wahre     liebe
HYP:  schließlich ist  ***** sie dennoch frei und findet jetzt ihre wahrliebe *****
TYPE: S           S    D     C   C       C    C   C      I     C    S         D"
BE,54.54545454545454,37.333333333333336,25.13293635022765,Damit war sie in ihrem Umfang zu einer einzigartigen Kollektion angewachsen.,So wuchs sie ihrer Größe zu einer einzigartigen Kollektion an.,5,1,0,"REF:  damit war   sie in    ihrem umfang zu einer einzigartigen kollektion angewachsen
HYP:  so    wuchs sie ihrer größe *****  zu einer einzigartigen kollektion an
TYPE: S     S     C   S     S     D      C  C     C             C          S"
AG,53.84615384615385,29.411764705882355,22.82484365812206,Die Samples wurden in der Vergangenheit von verschiedenen Kommentatoren der verschiedenen Sprachversionen eingesprochen.,In der Vergangenheit wurden Temples von verschiedenen Kommentatoren aus verschiedenen Sprachversionen gesprochen.,2,3,2,"REF:  die   samples wurden in der vergangenheit *****  *****   von verschiedenen kommentatoren der verschiedenen sprachversionen eingesprochen
HYP:  ***** *****   *****  in der vergangenheit wurden temples von verschiedenen kommentatoren aus verschiedenen sprachversionen gesprochen
TYPE: D     D       D      C  C   C             I      I       C   C             C             S   C             C               S"
BL,53.84615384615385,18.51851851851852,9.752759118141046,Angeblich liegen der Nerv fürs Sehen und der für den Niesreiz dicht nebeneinander.,Angeblich liegen die Nerven für See und für den Niesreis direkt nebeneinander.,6,1,0,"REF:  angeblich liegen der nerv   fürs sehen und der   für den niesreiz dicht  nebeneinander
HYP:  angeblich liegen die nerven für  see   und ***** für den niesreis direkt nebeneinander
TYPE: C         C      S   S      S    S     C   D     C   C   S        S      C"
AG,50.0,19.230769230769234,26.269098944241588,Trockeneis wird überwiegend als Kühlmittel verwendet.,Trockenes wird vor allem als Kühlmittel verwendet.,2,0,1,"REF:  trockeneis wird ***** überwiegend als kühlmittel verwendet
HYP:  trockenes  wird vor   allem       als kühlmittel verwendet
TYPE: S          C    I     S           C   C          C"
BE,50.0,34.0,16.10230726602675,Sein Sohn Jacobus hat die Porträts dafür gestochen.,Sein Sohn Jakobus stach diese Porträts dafür.,3,1,0,"REF:  sein sohn jacobus hat   die   porträts dafür gestochen
HYP:  sein sohn jakobus stach diese porträts dafür *****
TYPE: C    C    S       S     S     C        C     D"
BE,50.0,36.36363636363637,53.97106933365019,Daran wird sich auch mit der Annahme einiger Änderungsanträge nichts Wesentliches ändern.,Auch mit der Annahme einiger Änderungsanträge wird sich nichts Wesentliches daran ändern.,0,3,3,"REF:  daran wird  sich  auch mit der annahme einiger änderungsanträge ***** ***** nichts wesentliches ***** ändern
HYP:  ***** ***** ***** auch mit der annahme einiger änderungsanträge wird  sich  nichts wesentliches daran ändern
TYPE: D     D     D     C    C   C   C       C       C                I     I     C      C            I     C"
SO,50.0,8.0,16.21599014882373,Ich würde gern überzeugende Argumente für das Klonen von Tieren für die Lebensmittelversorgung hören.,Ich würde gerne überzeugende Argumente für die Klone von Tier- für-die-Lebensmittel-Versorgung hören.,5,2,0,"REF:  ich würde gern  überzeugende argumente für das klonen von tieren für                          die   lebensmittelversorgung hören
HYP:  ich würde gerne überzeugende argumente für die klone  von tier   fürdielebensmittelversorgung ***** *****                  hören
TYPE: C   C     S     C            C         C   S   S      C   S      S                            D     D                      C"
AG,50.0,14.0625,29.071536848410968,Man sollte ein paar Deutschlehrer zum Korrekturlesen rekrutieren.,"Man sollte ein paar Deutsche lernen, um Korrekturlesen zu rekrutieren.",2,0,2,"REF:  man sollte ein paar *****    deutschlehrer zum korrekturlesen ***** rekrutieren
HYP:  man sollte ein paar deutsche lernen        um  korrekturlesen zu    rekrutieren
TYPE: C   C      C   C    I        S             S   C              I     C"
AG,50.0,16.27906976744186,15.619699684601283,Britta Huttenlocher wuchs in Winterthur auf.,Die Britta Houtenlocher wuchs im Winterthur auf.,2,0,1,"REF:  ***** britta huttenlocher wuchs in winterthur auf
HYP:  die   britta houtenlocher wuchs im winterthur auf
TYPE: I     C      S            C     S  C          C"
ZH,50.0,20.77922077922078,39.553325358771794,Die erste Besiedlung der Gemarkung lässt bis in die jüngere Steinzeit belegen.,Die ersten Besiedlungen des Gemarkturms lassen sich bis in die Jüngere Steinzeit belegen.,5,0,1,"REF:  die *****  erste        besiedlung der         gemarkung lässt bis in die jüngere steinzeit belegen
HYP:  die ersten besiedlungen des        gemarkturms lassen    sich  bis in die jüngere steinzeit belegen
TYPE: C   I      S            S          S           S         S     C   C  C   C       C         C"
BE,50.0,9.230769230769232,14.25876976452075,"Herr Kommissar Liikanen, wir erwarten ein überzeugendes Eingreifen.","Herr Kommissar Likanen, wir erwarten Sie überzeugend zu eingreifen.",3,0,1,"REF:  herr kommissar liikanen wir erwarten ***** ein         überzeugendes eingreifen
HYP:  herr kommissar likanen  wir erwarten sie   überzeugend zu            eingreifen
TYPE: C    C         S        C   C        I     S           S             C"
BE,50.0,36.0655737704918,21.721856265678966,Ihm zu Ehren ist der Levassor-Nunatak in der Antarktis benannt.,Ihm zu Ehren benannt ist Levason Nunataki der Antarktis.,2,2,1,"REF:  ihm zu ehren *****   ist der     levassornunatak in    der antarktis benannt
HYP:  ihm zu ehren benannt ist levason nunataki        ***** der antarktis *****
TYPE: C   C  C     I       C   S       S               D     C   C         D"
SG,50.0,32.18390804597701,21.401603033752966,Das sich in diesen Bergbauanlagen sammelnde Wasser muss ausgepumpt und gereinigt werden.,"Das Wasser, das sich in den Bergbauanlagen sammelt, muss ausgefüllt und gereinigt werden.",3,1,2,"REF:  das *****  ***** sich in diesen bergbauanlagen sammelnde wasser muss ausgepumpt und gereinigt werden
HYP:  das wasser das   sich in den    bergbauanlagen sammelt   *****  muss ausgefüllt und gereinigt werden
TYPE: C   I      I     C    C  S      C              S         D      C    S          C   C         C"
BL,50.0,28.57142857142857,26.269098944241588,Eine zweite Sprengung verlief nicht erfolgreicher.,Eine zweite Sprengung ist nicht erfolgreich verlaufen.,2,0,1,"REF:  eine zweite sprengung verlief nicht *****       erfolgreicher
HYP:  eine zweite sprengung ist     nicht erfolgreich verlaufen
TYPE: C    C      C         S       C     I           S"
ZH,50.0,33.33333333333333,31.947155212313625,Der Mord blieb unaufgeklärt.,Der Mord bleibt unaufklärlich.,2,0,0,"REF:  der mord blieb  unaufgeklärt
HYP:  der mord bleibt unaufklärlich
TYPE: C   C    S      S"
AG,50.0,29.310344827586203,41.11336169005198,Diese ist im Falle des Kosovo fast überhaupt nicht gegeben.,Dies gab es im Feld des Kosovo fast überhaupt nicht.,3,1,1,"REF:  ***** diese ist im falle des kosovo fast überhaupt nicht gegeben
HYP:  dies  gab   es  im feld  des kosovo fast überhaupt nicht *****
TYPE: I     S     S   C  S     C   C      C    C         C     D"
ZH,50.0,14.754098360655737,23.356898886410015,Landsberg-Velen war promovierter Jurist und Rittergutsbesitzer.,Landsberg-Welen war ein promovierter Jurist und ein Rittergutsbesitzer.,1,0,2,"REF:  landsbergvelen war ***** promovierter jurist und ***** rittergutsbesitzer
HYP:  landsbergwelen war ein   promovierter jurist und ein   rittergutsbesitzer
TYPE: S              C   I     C            C      C   I     C"
TG,50.0,38.23529411764706,23.708987804092644,Im selben Jahr wurde mit dem Bau des Wyoming State Capitols begonnen.,Im gleichen Jahr begann auch der Bau des Wyoming State Capitals.,5,1,0,"REF:  im selben   jahr wurde  mit  dem bau des wyoming state capitols begonnen
HYP:  im gleichen jahr begann auch der bau des wyoming state capitals *****
TYPE: C  S        C    S      S    S   C   C   C       C     S        D"
SG,50.0,3.278688524590164,41.11336169005198,Sein Familiengrab befindet sich auf dem Friedhof Radebeul-West.,Sein Familien Grab befindet sich auf dem Friedhof Radebeul West.,2,0,2,"REF:  sein *****    familiengrab befindet sich auf dem friedhof *****    radebeulwest
HYP:  sein familien grab         befindet sich auf dem friedhof radebeul west
TYPE: C    I        S            C        C    C   C   C        I        S"
LU,50.0,20.0,49.99999999999999,Epping erworben.,Apink erworben.,1,0,0,"REF:  epping erworben
HYP:  apink  erworben
TYPE: S      C"
SG,50.0,17.75700934579439,19.104081613647544,"Währenddessen pachtet Elke Berger zusätzlich das Luxushotel „Park’s“, um ihr Personal beschäftigen zu können.","Währenddessen achtete Elke Berger zusätzlich die Luxushotel Parks, damit sie ihr Personal beschäftigen könne.",5,1,1,"REF:  währenddessen pachtet elke berger zusätzlich das luxushotel ***** „park’s“ um  ihr personal beschäftigen zu    können
HYP:  währenddessen achtete elke berger zusätzlich die luxushotel parks damit    sie ihr personal beschäftigen könne *****
TYPE: C             S       C    C      C          S   C          I     S        S   C   C        C            S     D"
LU,50.0,5.970149253731343,35.64026463354184,Dieses wird organisiert von der Welttheater Gesellschaft Einsiedeln.,Dies wird organisiert von der Welttheatergesellschaft Einsiedel.,3,1,0,"REF:  dieses wird organisiert von der welttheater             gesellschaft einsiedeln
HYP:  dies   wird organisiert von der welttheatergesellschaft einsiedel    *****
TYPE: S      C    C           C   C   S                       S            D"
AG,50.0,21.428571428571427,49.99999999999999,Der Hersteller?,Dieser Hersteller.,1,0,0,"REF:  der    hersteller
HYP:  dieser hersteller
TYPE: S      C"
ZG,50.0,9.67741935483871,31.947155212313625,Umwege erhöhen die Ortskenntnis.,Umweg erhöht die Ortskenntnis.,2,0,0,"REF:  umwege erhöhen die ortskenntnis
HYP:  umweg  erhöht  die ortskenntnis
TYPE: S      S       C   C"
BE,50.0,35.95505617977528,15.718877363021207,"Diese wurden bereits in Technicolor gefilmt, als selbst die Serie noch in Schwarz-Weiß lief.","Diese wurden schon in Technik-Color gefilmt, wo die Serie selbst noch in Schwarz-Weiß gelaufen ist.",4,1,2,"REF:  diese wurden bereits in technicolor  gefilmt als selbst die serie *****  noch in schwarzweiß *****    lief
HYP:  diese wurden schon   in technikcolor gefilmt wo  *****  die serie selbst noch in schwarzweiß gelaufen ist
TYPE: C     C      S       C  S            C       S   D      C   C     I      C    C  C           I        S"
AG,50.0,18.0,22.31618068926665,Diese wachsen zunächst als Säume ins offene Wasser.,Sie wächst zunächst als Säume in das offene Wasser.,3,0,1,"REF:  diese wachsen zunächst als säume ***** ins offene wasser
HYP:  sie   wächst  zunächst als säume in    das offene wasser
TYPE: S     S       C        C   C     I     S   C      C"
