dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SG,75.0,43.373493975903614,43.66835442847811,"Dies war nicht der Fall für die Kontrollgruppen, die keine Fehlinformation erhielten.","Das war für die Kontrollgruppen, die keine Fehlinformationen erhalten, nicht der Fall.",3,3,3,"REF:  dies war nicht der   fall  für die kontrollgruppen die keine *****             *****    ***** fehlinformation erhielten
HYP:  das  war ***** ***** ***** für die kontrollgruppen die keine fehlinformationen erhalten nicht der             fall
TYPE: S    C   D     D     D     C   C   C               C   C     I                 I        I     S               S"
BE,72.72727272727273,52.52525252525253,57.73502691896257,"Außerdem studierte er an der Wiener Universität Philosophie, Kunstgeschichte und Literaturgeschichte.","Außerdem studierte er Philosophie, Kunstgeschichte und Literaturgeschichte an der Wiener Universität.",0,4,4,"REF:  außerdem studierte er *****       *****           ***** *****               an der wiener universität philosophie kunstgeschichte und   literaturgeschichte
HYP:  außerdem studierte er philosophie kunstgeschichte und   literaturgeschichte an der wiener universität *****       *****           ***** *****
TYPE: C        C         C  I           I               I     I                   C  C   C      C           D           D               D     D"
BE,71.42857142857143,17.857142857142858,12.22307556087252,Die Prüfung der Verwerflichkeit erfolgt dabei dreistufig.,Die Prüfung vor Verwerflichkeit erfolgte bei drei Stufungen.,4,0,1,"REF:  die prüfung der verwerflichkeit *****    erfolgt dabei dreistufig
HYP:  die prüfung vor verwerflichkeit erfolgte bei     drei  stufungen
TYPE: C   C       S   C               I        S       S     S"
BE,71.42857142857143,30.0,13.485111859503691,Daraus leiten sich alle andern Einflussfaktoren ab.,Aus diesem heraus legen sich alle anderen Einflussfaktoren ab.,3,0,2,"REF:  ***** *****  daraus leiten sich alle andern  einflussfaktoren ab
HYP:  aus   diesem heraus legen  sich alle anderen einflussfaktoren ab
TYPE: I     I      S      S      C    C    S       C                C"
SZ,71.42857142857143,25.0,8.170609724417774,"Auch das zweite Album ""Is It Safe?",Aus zweitem Album „Is it safe“?,4,1,0,"REF:  auch das     zweite album is  it safe
HYP:  aus  zweitem *****  album „is it safe“
TYPE: S    S       D      C     S   C  S"
SO,71.42857142857143,39.58333333333333,15.619699684601283,Auch zu sehen ist eine große Briefmarkensammlung.,Man sieht auch eine sehr große Briefmarkensammlung.,5,0,0,"REF:  auch zu    sehen ist  eine große briefmarkensammlung
HYP:  man  sieht auch  eine sehr große briefmarkensammlung
TYPE: S    S     S     S    S    C     C"
BE,70.0,27.86885245901639,5.61480827173619,Ihm zu Ehren ist der Levassor-Nunatak in der Antarktis benannt.,Im CR ist Levason Nunatak in „Der Antarktis“ benannt.,6,1,0,"REF:  ihm zu ehren ist der     levassornunatak in der  antarktis  benannt
HYP:  im  cr ***** ist levason nunatak         in „der antarktis“ benannt
TYPE: S   S  D     C   S       S               C  S    S          C"
BL,69.23076923076923,28.39506172839506,7.817610446892725,Angeblich liegen der Nerv fürs Sehen und der für den Niesreiz dicht nebeneinander.,Angeblich liegen die Nerven für See und Nies-Reis direkt nebeneinander.,6,3,0,"REF:  angeblich liegen der nerv   fürs sehen und der      für    den   niesreiz dicht nebeneinander
HYP:  angeblich liegen die nerven für  see   und niesreis direkt ***** *****    ***** nebeneinander
TYPE: C         C      S   S      S    S     C   S        S      D     D        D     C"
AG,66.66666666666666,25.0,24.446151121745054,Trockeneis wird überwiegend als Kühlmittel verwendet.,Trockenes ist vor allem als Kühlmittel verwendet.,3,0,1,"REF:  *****     trockeneis wird überwiegend als kühlmittel verwendet
HYP:  trockenes ist        vor  allem       als kühlmittel verwendet
TYPE: I         S          S    S           C   C          C"
BL,66.66666666666666,23.809523809523807,30.326532985631665,Späth Orgelbau erbaut.,Spät-Augenbau erbaut.,1,1,0,"REF:  späth        orgelbau erbaut
HYP:  spätaugenbau *****    erbaut
TYPE: S            D        C"
ZH,66.66666666666666,34.61538461538461,10.923299908191149,In Risse drang Wasser ein und sprengte Felsblöcke ab.,Iris ist wassereindrungen und sprengt Felsblöcke ab.,4,2,0,"REF:  in   risse drang            wasser ein   und sprengte felsblöcke ab
HYP:  iris ist   wassereindrungen *****  ***** und sprengt  felsblöcke ab
TYPE: S    S     S                D      D     C   S        C          C"
BL,66.66666666666666,35.714285714285715,23.736810439041953,"Ist das nicht ein Widerspruch in sich, Herr Ratspräsident?","Ist das nicht in sich selbst ein Widerspruch, Herr Rotspräsident?",1,2,3,"REF:  ist das nicht ***** ***** *****  ein widerspruch in    sich  herr ratspräsident
HYP:  ist das nicht in    sich  selbst ein widerspruch ***** ***** herr rotspräsident
TYPE: C   C   C     I     I     I      C   C           D     D     C    S"
ZH,66.66666666666666,15.0,10.786826322527466,Erst danach unterzieht er Heidegger einer „ausführlichen philosophischen Kritik“.,Erst danach unterzog Heidegger eine ausführliche philosophische Kritik.,5,1,0,"REF:  erst danach unterzieht er    heidegger einer „ausführlichen philosophischen kritik“
HYP:  erst danach unterzog   ***** heidegger eine  ausführliche   philosophische  kritik
TYPE: C    C      S          D     C         S     S              S               S"
ZH,66.66666666666666,18.0327868852459,20.164945583740657,Landsberg-Velen war promovierter Jurist und Rittergutsbesitzer.,Lansberg Welen war ein promovierter Jurist und ein Rittergutsbesitzer.,1,0,3,"REF:  *****    landsbergvelen war ***** promovierter jurist und ***** rittergutsbesitzer
HYP:  lansberg welen          war ein   promovierter jurist und ein   rittergutsbesitzer
TYPE: I        S              C   I     C            C      C   I     C"
AG,66.66666666666666,37.3134328358209,12.549310621989482,Die Ortschaft ist von Peine durch weitläufige Agrarflächen getrennt.,Die Wirtschaft ist durch weitläufige Agrarklöcher von Beinen getrennt.,6,0,0,"REF:  die ortschaft  ist von   peine       durch        weitläufige agrarflächen getrennt
HYP:  die wirtschaft ist durch weitläufige agrarklöcher von         beinen       getrennt
TYPE: C   S          C   S     S           S            S           S            C"
SG,63.63636363636363,43.18181818181818,45.788313721339826,Nicht-ordensgebundene Männer und Frauen stellen heute die Mehrheit unter den Studierenden.,"Männer und Frauen, die nicht an Orden gebunden sind, stellen heute die Mehrheit unter den Studierenden.",0,1,6,"REF:  nichtordensgebundene männer und frauen ***** ***** ***** ***** *****    ***** stellen heute die mehrheit unter den studierenden
HYP:  *****                männer und frauen die   nicht an    orden gebunden sind  stellen heute die mehrheit unter den studierenden
TYPE: D                    C      C   C      I     I     I     I     I        I     C       C     C   C        C     C   C"
AG,62.5,30.0,12.600736402830258,Das könnte Tausenden von Menschen das Leben retten.,Das könnte Tausende Menschen zur Welt gehen.,4,1,0,"REF:  das könnte tausenden von   menschen das leben retten
HYP:  das könnte tausende  ***** menschen zur welt  gehen
TYPE: C   C      S         D     C        S   S     S"
BE,62.5,19.607843137254903,19.070828081828378,"Wir können so verfahren, wie Sie vorgeschlagen haben.","Ihr könnt es so verfahren, wie ihr vorgeschlagen habt.",4,0,1,"REF:  ***** wir   können so verfahren wie sie vorgeschlagen haben
HYP:  ihr   könnt es     so verfahren wie ihr vorgeschlagen habt
TYPE: I     S     S      C  C         C   S   C             S"
BE,62.5,36.0,12.600736402830258,Sein Sohn Jacobus hat die Porträts dafür gestochen.,Sein Sohn Jakobus stach diese Porträt dafür.,4,1,0,"REF:  sein sohn jacobus hat   die   porträts dafür gestochen
HYP:  sein sohn jakobus stach diese porträt  dafür *****
TYPE: C    C    S       S     S     S        C     D"
ZH,62.5,37.03703703703704,29.071536848410968,Dadurch verformt sich das zu bearbeitende Blech zurück.,"Dadurch verformt sich das Blech, das bearbeitet werden muss, zurück.",3,0,2,"REF:  dadurch verformt sich das ***** ***** zu         bearbeitende blech zurück
HYP:  dadurch verformt sich das blech das   bearbeitet werden       muss  zurück
TYPE: C       C        C    C   I     I     S          S            S     C"
TG,62.5,50.0,23.356898886410015,Kanonen besaß zwei Züge mit jeweils vier Wagen.,Die Kanone besass jeweils zwei Züge mit vier Wagen.,2,1,2,"REF:  ***** *****  kanonen besaß   zwei züge mit jeweils vier wagen
HYP:  die   kanone besass  jeweils zwei züge mit *****   vier wagen
TYPE: I     I      S       S       C    C    C   D       C    C"
BE,62.5,27.450980392156865,27.77619034011791,Alle Daten und Fakten siehe unter Weinbaugebiet Ahr.,Für alle Daten und Fakten schaue unter dem Einbaugebiet an.,3,0,2,"REF:  ***** alle daten und fakten siehe  unter ***** weinbaugebiet ahr
HYP:  für   alle daten und fakten schaue unter dem   einbaugebiet  an
TYPE: I     C    C     C   C      S      C     I     S             S"
ZH,61.53846153846154,23.46938775510204,20.624574461560556,"Hierbei handelt es sich um eine identische Resolution eines identischen Rates, des Sicherheitsrates.","Hier geht es um eine identische Resolution, ein identisches Rat, ein Sicherheitsrat.",7,1,0,"REF:  hierbei handelt es sich  um eine identische resolution eines identischen rates des sicherheitsrates
HYP:  hier    geht    es ***** um eine identische resolution ein   identisches rat   ein sicherheitsrat
TYPE: S       S       C  D     C  C    C          C          S     S           S     S   S"
BE,60.0,37.5,12.549310621989482,Diese Ranch war früher Drehort von Wildwest-Filmen mit John Wayne.,Durance war früher der Drehort des Wilden Westenfilms John Wayne.,4,1,1,"REF:  diese   ranch war früher ***** drehort von wildwestfilmen mit         john wayne
HYP:  durance ***** war früher der   drehort des wilden         westenfilms john wayne
TYPE: S       D     C   C      I     C       S   S              S           C    C"
ZH,60.0,14.516129032258066,28.24099048856542,In den letzten Jahren gewinnt auch der Fußball an Begeisterung.,In den letzten Jahren gewann er auch den Fußballerbegeisterung.,3,2,1,"REF:  in den letzten jahren *****  gewinnt auch der fußball               an    begeisterung
HYP:  in den letzten jahren gewann er      auch den fußballerbegeisterung ***** *****
TYPE: C  C   C       C      I      S       C    S   S                     D     D"
BE,60.0,39.53488372093023,21.3643503198117,Mein Vertrauen ist entsprechend geschwunden.,Mein Vertrauen wurde dementsprechend kleiner.,3,0,0,"REF:  mein vertrauen ist   entsprechend    geschwunden
HYP:  mein vertrauen wurde dementsprechend kleiner
TYPE: C    C         S     S               S"
AG,58.333333333333336,28.767123287671232,23.90108882452814,Diese Supernova vom Typ Ia war eine der am besten beobachteten Supernovae.,Die Supernova des Typs Ia war eine der besten beobachteten Supernova aller Zeiten.,4,1,2,"REF:  diese supernova vom typ  ia war eine der am    besten beobachteten *****     ***** supernovae
HYP:  die   supernova des typs ia war eine der ***** besten beobachteten supernova aller zeiten
TYPE: S     C         S   S    C  C   C    C   D     C      C            I         I     S"
ZH,58.333333333333336,42.10526315789473,15.12263738306194,Alois von und zu Liechtenstein galt als Förderer der Wissenschaft und Künste.,Alois von und Sue Liechtenstein förderte Kunst und Wissenschaft.,4,3,0,"REF:  alois von und zu  liechtenstein galt     als   förderer der   wissenschaft und   künste
HYP:  alois von und sue liechtenstein förderte kunst und      ***** wissenschaft ***** *****
TYPE: C     C   C   S   C             S        S     S        D     C            D     D"
SG,58.333333333333336,35.13513513513514,22.242469397936766,Bei der Aktion wird sowohl Marvin getötet als auch die Tankstelle zerstört.,Bei dieser Aktion wurde Marvin ums Leben gekommen und auch die Tankstelle zerstört.,6,0,1,"REF:  bei der    aktion ***** wird   sowohl marvin getötet  als auch die tankstelle zerstört
HYP:  bei dieser aktion wurde marvin ums    leben  gekommen und auch die tankstelle zerstört
TYPE: C   S      C      I     S      S      S      S        S   C    C   C          C"
SO,58.333333333333336,30.120481927710845,20.200106912694157,"Pfostenlöcher am Südtor lassen annehmen, dass er mit einer Holzbrücke überspannt war.","Aufgrund der Pfostenlöcher am Südtor kann man annehmen, dass dort eine Holzbrücke überspannt war.",3,1,3,"REF:  *****    ***** pfostenlöcher am südtor ***** lassen annehmen dass er   mit  einer holzbrücke überspannt war
HYP:  aufgrund der   pfostenlöcher am südtor kann  man    annehmen dass dort eine ***** holzbrücke überspannt war
TYPE: I        I     C             C  C      I     S      C        C    S    S    D     C          C          C"
AG,58.333333333333336,23.170731707317074,15.133218633429316,"Hierbei adaptiert das Rastrelli-Quartett auch Stücke aus Jazz, Klezmer, Blues und Pop.","Dabei adaptierte er das Stelliquartett als Stück aus Jazz, Clemenz, Blues und Pop.",6,0,1,"REF:  ***** hierbei    adaptiert das rastrelliquartett auch stücke aus jazz klezmer blues und pop
HYP:  dabei adaptierte er        das stelliquartett    als  stück  aus jazz clemenz blues und pop
TYPE: I     S          S         C   S                 S    S      C   C    S       C     C   C"
SH,57.14285714285714,7.317073170731707,25.57539057896621,"Er liegt zwischen den Straßen Larsen, Gral.",Er liegt zwischen der Straße Larsen-Gral.,3,1,0,"REF:  er liegt zwischen den straßen larsen     gral
HYP:  er liegt zwischen der straße  larsengral *****
TYPE: C  C     C        S   S       S          D"
AG,57.14285714285714,22.807017543859647,28.039501199940027,"Daraufhin schloss sich Riemer dem Drittligaaufsteiger Preußen Münster an, wo er einen Einjahresvertrag unterschrieb.","Daraufhin schloss Riemer sich der dritte Ligaaufstieg in Preußen-Münster an, wo er einen Einjahresvertrag unterschrieben hatte.",6,0,2,"REF:  daraufhin schloss *****  sich riemer dem    drittligaaufsteiger preußen münster        an wo er einen einjahresvertrag *****          unterschrieb
HYP:  daraufhin schloss riemer sich der    dritte ligaaufstieg        in      preußenmünster an wo er einen einjahresvertrag unterschrieben hatte
TYPE: C         C       I      C    S      S      S                   S       S              C  C  C  C     C                I              S"
BL,57.14285714285714,18.64406779661017,31.55984539112946,Bachforelle und Regenbogenforelle kommen relativ häufig vor.,Die Bachforellen und die Ragenbogenforellen kommen relativ häufig vor.,2,0,2,"REF:  ***** bachforelle  und ***** regenbogenforelle  kommen relativ häufig vor
HYP:  die   bachforellen und die   ragenbogenforellen kommen relativ häufig vor
TYPE: I     S            C   I     S                  C      C       C      C"
BE,57.14285714285714,17.647058823529413,15.619699684601283,Qing Kaiser Qianlong wieder rehabilitiert zu werden.,"King Kaiser kann lang, wieder rehabilitiert werden.",2,1,1,"REF:  qing kaiser ***** qianlong wieder rehabilitiert zu    werden
HYP:  king kaiser kann  lang     wieder rehabilitiert ***** werden
TYPE: S    C      I     S        C      C             D     C"
ZH,55.55555555555556,27.86885245901639,11.737849637633069,Auf der Rückseite sind zwei Kästen für Fledermäuse angebracht.,Hinterher sind zwei Kisten für Flädemäuse angebracht.,3,2,0,"REF:  auf       der   rückseite sind zwei kästen für fledermäuse angebracht
HYP:  hinterher ***** *****     sind zwei kisten für flädemäuse  angebracht
TYPE: S         D     D         C    C    S      C   S           C"
SO,55.55555555555556,44.44444444444444,11.59119922599073,Sie wählt den Notruf und fängt an zu schreien.,Sie wählte daraufhin und begann danach zu schreien.,4,1,0,"REF:  sie wählt  den       notruf und fängt  an     zu schreien
HYP:  sie wählte daraufhin *****  und begann danach zu schreien
TYPE: C   S      S         D      C   S      S      C  C"
BE,55.55555555555556,27.27272727272727,19.070828081828378,Sollten wir jetzt nicht allmählich mit unseren Beratungen anfangen?,Sollen wir jetzt nicht langsam mit unserer Beratung beginnen?,5,0,0,"REF:  sollten wir jetzt nicht allmählich mit unseren beratungen anfangen
HYP:  sollen  wir jetzt nicht langsam    mit unserer beratung   beginnen
TYPE: S       C   C     C     S          C   S       S          S"
ZH,55.55555555555556,19.11764705882353,19.070828081828378,Zu meinem Bericht wurde eine Reihe von Änderungsanträgen eingereicht.,Zu meinem Bericht wurden einen ganzen Haufen Änderungsanträge eingereicht.,5,0,0,"REF:  zu meinem bericht wurde  eine  reihe  von    änderungsanträgen eingereicht
HYP:  zu meinem bericht wurden einen ganzen haufen änderungsanträge  eingereicht
TYPE: C  C      C       S      S     S      S      S                 C"
BL,55.55555555555556,29.411764705882355,36.72056269893591,Wie anderswo waren auch hier zunächst nur Männer teilnahmeberechtigt.,Wie auch andere Staaten waren auch hier zunächst nur Wendeteilnahmen berechtigt.,3,0,2,"REF:  wie ***** *****  anderswo waren auch hier zunächst nur männer          teilnahmeberechtigt
HYP:  wie auch  andere staaten  waren auch hier zunächst nur wendeteilnahmen berechtigt
TYPE: C   I     I      S        C     C    C    C        C   S               S"
TG,54.54545454545454,34.48275862068966,22.03359678996931,Am Ende kommt sie dennoch frei und findet ihre wahre Liebe.,Schließlich ist sie dann noch frei und findet nun ihre wahre Liebe.,5,0,1,"REF:  am          ende kommt sie  dennoch frei und findet ***** ihre wahre liebe
HYP:  schließlich ist  sie   dann noch    frei und findet nun   ihre wahre liebe
TYPE: S           S    S     S    S       C    C   C      I     C    C     C"
ZH,54.54545454545454,37.17948717948718,11.35114710927891,Herr Frattini hat sich ebenfalls zu einer solchen Unterstützung bereit erklärt.,Herr Frantini erklärte sich ebenfalls zur Unterstützung bereit.,3,3,0,"REF:  herr frattini hat      sich ebenfalls zu  einer solchen unterstützung bereit erklärt
HYP:  herr frantini erklärte sich ebenfalls zur ***** *****   unterstützung bereit *****
TYPE: C    S        S        C    C         S   D     D       C             C      D"
TG,54.54545454545454,21.12676056338028,36.72056269893591,Als Sohn des Hans-Richard Herwarth von Bittenfeld und seiner Ehefrau geb.,Sohn von Hans Richard Heward von Bittenfeld und seiner Ehefrau geboren.,6,0,0,"REF:  als  sohn des  hansrichard herwarth von bittenfeld und seiner ehefrau geb
HYP:  sohn von  hans richard     heward   von bittenfeld und seiner ehefrau geboren
TYPE: S    S    S    S           S        C   C          C   C      C       S"
BE,54.54545454545454,37.333333333333336,25.13293635022765,Damit war sie in ihrem Umfang zu einer einzigartigen Kollektion angewachsen.,So wuchs sie ihrer Größe zu einer einzigartigen Kollektion an.,5,1,0,"REF:  damit war   sie in    ihrem umfang zu einer einzigartigen kollektion angewachsen
HYP:  so    wuchs sie ihrer größe *****  zu einer einzigartigen kollektion an
TYPE: S     S     C   S     S     D      C  C     C             C          S"
BE,53.84615384615385,51.80722891566265,32.279203460361764,Ein Problem stellte im Fall einer Belagerung nur die Versorgung mit Trinkwasser dar.,Im Fall einer Belagerung darstellte nur eine Versorgung mit Trinkwasser ein Problem.,2,3,2,"REF:  ein   problem stellte im fall einer belagerung *****      nur die  versorgung mit trinkwasser ***** dar
HYP:  ***** *****   *****   im fall einer belagerung darstellte nur eine versorgung mit trinkwasser ein   problem
TYPE: D     D       D       C  C    C     C          I          C   S    C          C   C           I     S"
ZH,53.84615384615385,15.625,30.527785817943403,Begräbnisse in Höhlen waren in früher biblischer Zeit die übliche Bestattungsform der Israeliten.,Die Begräbnis-in-Höhle war in frühen biblischen Zeiten die übliche Bestattungsform der Israeliten.,6,1,0,"REF:  begräbnisse in               höhlen waren in früher biblischer zeit   die übliche bestattungsform der israeliten
HYP:  die         begräbnisinhöhle war    ***** in frühen biblischen zeiten die übliche bestattungsform der israeliten
TYPE: S           S                S      D     C  S      S          S      C   C       C               C   C"
AG,53.84615384615385,14.705882352941178,16.40212036255558,Türkisch im westlichen Thrakien ist von Rechts wegen als Minderheitensprache in Griechenland anerkannt.,Türkisch ist im westlichen Thrakien vor Rechtsagen als Minderheitssprache im Griechenland anerkannt.,4,2,1,"REF:  türkisch ***** im westlichen thrakien ist von        rechts wegen als minderheitensprache in griechenland anerkannt
HYP:  türkisch ist   im westlichen thrakien vor rechtsagen *****  ***** als minderheitssprache  im griechenland anerkannt
TYPE: C        I     C  C          C        S   S          D      D     C   S                   S  C            C"
SG,50.0,32.608695652173914,29.071536848410968,Damit war die letzte Bindung an Erkrath gelöst.,Damit ist die letzte Bindung an ein Krad gelöst worden.,2,0,2,"REF:  damit war die letzte bindung an ***** erkrath gelöst *****
HYP:  damit ist die letzte bindung an ein   krad    gelöst worden
TYPE: C     S   C   C      C       C  I     S       C      I"
BL,50.0,32.432432432432435,43.47208719449914,Die Bemühungen in dieser Sache laufen.,Bemühungen in dieser Sache sind am Laufen.,0,1,2,"REF:  die   bemühungen in dieser sache ***** ***** laufen
HYP:  ***** bemühungen in dieser sache sind  am    laufen
TYPE: D     C          C  C      C     I     I     C"
AG,50.0,18.30985915492958,11.731175160263996,Dabei wurde im Finale der damals amtierende Meister Al-Gharafa bezwungen.,Der Bischof wurde im Final der damals amtierenden Meister All-Garafa bezwungen.,4,0,1,"REF:  ***** dabei   wurde im finale der damals amtierende  meister algharafa bezwungen
HYP:  der   bischof wurde im final  der damals amtierenden meister allgarafa bezwungen
TYPE: I     S       C     C  S      C   C      S           C       S         C"
