global_step,task_loss,ewc_term_raw,ewc_lambda,apply_half_factor
87,0.3925544321537018,1.1365979162292206e-06,300000.0,True
88,0.5235010385513306,1.125807898461062e-06,300000.0,True
89,0.5812879800796509,1.1164247553097084e-06,300000.0,True
90,0.5261964797973633,1.1048903161281487e-06,300000.0,True
91,0.42942389845848083,1.0979078979289625e-06,300000.0,True
92,0.42269447445869446,1.0786296797959949e-06,300000.0,True
93,0.3864518702030182,1.0716236147345626e-06,300000.0,True
94,0.4040323495864868,1.074567876457877e-06,300000.0,True
95,0.4715028703212738,1.0949235047519323e-06,300000.0,True
96,0.37233930826187134,1.1013825087502482e-06,300000.0,True
97,0.5001330971717834,1.1355564311088528e-06,300000.0,True
98,0.29632359743118286,1.1812178399850382e-06,300000.0,True
99,0.4589824974536896,1.2193725069664652e-06,300000.0,True
100,0.5453295707702637,1.284451855099178e-06,300000.0,True
101,0.4866039454936981,1.3684762052434962e-06,300000.0,True
102,0.4356621503829956,1.399013058289711e-06,300000.0,True
103,0.45502349734306335,1.4214949715096736e-06,300000.0,True
104,0.40332862734794617,1.406531282555079e-06,300000.0,True
105,0.4674299955368042,1.4051162224859581e-06,300000.0,True
106,0.6093224883079529,1.3869620261175442e-06,300000.0,True
107,0.3873777687549591,1.3712042346014641e-06,300000.0,True
108,0.39343681931495667,1.3511590850612265e-06,300000.0,True
109,0.32920196652412415,1.3348619631869951e-06,300000.0,True
110,0.4588865041732788,1.334204512204451e-06,300000.0,True
111,0.503377377986908,1.3124629276717314e-06,300000.0,True
112,0.40968066453933716,1.3137182577338535e-06,300000.0,True
113,0.5629544258117676,1.3040714748058235e-06,300000.0,True
114,0.33442914485931396,1.305428781961382e-06,300000.0,True
115,0.5274696350097656,1.3160822618374368e-06,300000.0,True
116,0.3449734151363373,1.3313378985913005e-06,300000.0,True
117,0.3433492183685303,1.3247820334072458e-06,300000.0,True
118,0.5148918032646179,1.3238264955361956e-06,300000.0,True
119,0.4209333658218384,1.3114857893015142e-06,300000.0,True
120,0.28388574719429016,1.3168306622901582e-06,300000.0,True
121,0.3372490108013153,1.3132807907823008e-06,300000.0,True
122,0.3291545808315277,1.3127196325513069e-06,300000.0,True
123,0.4378937780857086,1.3061260233371286e-06,300000.0,True
124,0.3993034362792969,1.2952293673151871e-06,300000.0,True
125,0.38313645124435425,1.282062385143945e-06,300000.0,True
126,0.3594965934753418,1.2734948313664063e-06,300000.0,True
127,0.4819543957710266,1.26177360471047e-06,300000.0,True
128,0.39630022644996643,1.2616021649591858e-06,300000.0,True
129,0.326058954000473,1.2699274520855397e-06,300000.0,True
130,0.4938133656978607,1.2851469364250079e-06,300000.0,True
131,0.4269409477710724,1.2989386277695303e-06,300000.0,True
132,0.4703822731971741,1.310758534600609e-06,300000.0,True
133,0.4207216501235962,1.3071620514892857e-06,300000.0,True
134,0.3892095685005188,1.3053565908194287e-06,300000.0,True
135,0.5711674690246582,1.2966846725248615e-06,300000.0,True
136,0.3738516569137573,1.2896371117676608e-06,300000.0,True
137,0.28113853931427,1.2804986226910842e-06,300000.0,True
138,0.44515523314476013,1.2718110156129114e-06,300000.0,True
139,0.3347243070602417,1.2615174682650832e-06,300000.0,True
140,0.35159826278686523,1.2557293302961625e-06,300000.0,True
141,0.508051335811615,1.2524899375421228e-06,300000.0,True
142,0.386820912361145,1.2580934480865835e-06,300000.0,True
143,0.43448129296302795,1.2568690408443217e-06,300000.0,True
144,0.3709403872489929,1.2617655329449917e-06,300000.0,True
145,0.3639738857746124,1.2617085758392932e-06,300000.0,True
146,0.6610126495361328,1.2821610653190874e-06,300000.0,True
147,0.3825260102748871,1.3172010540074552e-06,300000.0,True
148,0.4246097803115845,1.3346109426493058e-06,300000.0,True
149,0.3719419836997986,1.339496293439879e-06,300000.0,True
150,0.5417912602424622,1.3598636314782198e-06,300000.0,True
151,0.39882197976112366,1.373906570734107e-06,300000.0,True
152,0.48212406039237976,1.39548831157299e-06,300000.0,True
153,0.5493075847625732,1.408302068739431e-06,300000.0,True
154,0.5908153057098389,1.4157678833726095e-06,300000.0,True
155,0.5192995667457581,1.4146571629680693e-06,300000.0,True
156,0.556800127029419,1.4255548421715503e-06,300000.0,True
157,0.3215193450450897,1.4335746527649462e-06,300000.0,True
158,0.5730181336402893,1.4422040521822055e-06,300000.0,True
159,0.4371853768825531,1.4421169680645107e-06,300000.0,True
160,0.4122580587863922,1.436664547327382e-06,300000.0,True
161,0.641797661781311,1.427560505362635e-06,300000.0,True
162,0.4578152000904083,1.4266988728195429e-06,300000.0,True
163,0.49271684885025024,1.4191303989719017e-06,300000.0,True
164,0.34242886304855347,1.410483264407958e-06,300000.0,True
165,0.3698875904083252,1.391711975884391e-06,300000.0,True
166,0.39345216751098633,1.3866967947251396e-06,300000.0,True
167,0.413185179233551,1.3804304899167619e-06,300000.0,True
168,0.3072427809238434,1.3813634041071055e-06,300000.0,True
169,0.38266634941101074,1.3843191482010297e-06,300000.0,True
170,0.5037586688995361,1.3790997854812304e-06,300000.0,True
171,0.5108848810195923,1.3858388001608546e-06,300000.0,True
172,0.3935447335243225,1.3834114724886604e-06,300000.0,True
173,0.41674932837486267,1.3886277656638413e-06,300000.0,True
174,0.4087853729724884,1.3848791695636464e-06,300000.0,True
175,0.42599907517433167,1.3888226249036961e-06,300000.0,True
176,0.4161989688873291,1.3780171457256074e-06,300000.0,True
177,0.40239086747169495,1.3671057104147621e-06,300000.0,True
178,0.4794662296772003,1.3533717719838023e-06,300000.0,True
179,0.5161755681037903,1.3514551255866536e-06,300000.0,True
180,0.5471764802932739,1.342871200904483e-06,300000.0,True
181,0.3830265402793884,1.3637397842103383e-06,300000.0,True
182,0.44909006357192993,1.3691985714103794e-06,300000.0,True
183,0.4896767735481262,1.3904667639508261e-06,300000.0,True
184,0.33341532945632935,1.4030615602678154e-06,300000.0,True
185,0.37042027711868286,1.4111388964010985e-06,300000.0,True
186,0.5193765163421631,1.4126928817859152e-06,300000.0,True
187,0.3629527986049652,1.4081308563618222e-06,300000.0,True
188,0.484600305557251,1.3961317790744943e-06,300000.0,True
189,0.3374069333076477,1.3975974297864013e-06,300000.0,True
190,0.3007034361362457,1.4694908259116346e-06,300000.0,True
191,0.37681978940963745,1.5542161690973444e-06,300000.0,True
192,0.49223843216896057,1.592230887581536e-06,300000.0,True
193,0.34812691807746887,1.607691046956461e-06,300000.0,True
194,0.3759777247905731,1.5925346588119282e-06,300000.0,True
195,0.5025193095207214,1.6222152225964237e-06,300000.0,True
196,0.48980772495269775,1.6499831190230907e-06,300000.0,True
197,0.3604298233985901,1.674017880759493e-06,300000.0,True
198,0.4561181664466858,1.6642001128275297e-06,300000.0,True
199,0.6317734122276306,1.6603202084297664e-06,300000.0,True
200,0.5037901997566223,1.640323148421885e-06,300000.0,True
201,0.5481722354888916,1.6186941138585098e-06,300000.0,True
202,0.31836479902267456,1.5896849845375982e-06,300000.0,True
203,0.5139526128768921,1.5633308976248372e-06,300000.0,True
204,0.4700247049331665,1.5326420452765888e-06,300000.0,True
205,0.3290746212005615,1.5212773405437474e-06,300000.0,True
206,0.5677675008773804,1.5072572523422423e-06,300000.0,True
207,0.40951675176620483,1.5213855704132584e-06,300000.0,True
208,0.5506399869918823,1.5416555925185094e-06,300000.0,True
209,0.34084200859069824,1.5482764865737408e-06,300000.0,True
210,0.47640442848205566,1.545244572298543e-06,300000.0,True
211,0.45682841539382935,1.541527126391884e-06,300000.0,True
212,0.4006870985031128,1.548832642583875e-06,300000.0,True
213,0.5168724656105042,1.5634719829904498e-06,300000.0,True
214,0.28385981917381287,1.5682586536058807e-06,300000.0,True
215,0.37783098220825195,1.5680004707974149e-06,300000.0,True
216,0.2861081063747406,1.5635032468708232e-06,300000.0,True
217,0.4540421962738037,1.5685018297517672e-06,300000.0,True
218,0.2410150170326233,1.5664940065107658e-06,300000.0,True
219,0.6419018507003784,1.565475827192131e-06,300000.0,True
220,0.3691744804382324,1.5555370964648318e-06,300000.0,True
221,0.2367299348115921,1.554333948661224e-06,300000.0,True
222,0.49751681089401245,1.5434633269251208e-06,300000.0,True
223,0.5618777871131897,1.5278974387911148e-06,300000.0,True
224,0.33786994218826294,1.5333849887610995e-06,300000.0,True
225,0.22508278489112854,1.5226471532514552e-06,300000.0,True
226,0.357750803232193,1.5263080967997666e-06,300000.0,True
227,0.45423009991645813,1.5133900888031349e-06,300000.0,True
228,0.39969417452812195,1.5018425756352372e-06,300000.0,True
229,0.465712308883667,1.4878152114761178e-06,300000.0,True
230,0.36378878355026245,1.4922972013664548e-06,300000.0,True
231,0.28803616762161255,1.51034305417852e-06,300000.0,True
232,0.3963344395160675,1.5434409306180896e-06,300000.0,True
233,0.3592720031738281,1.5518753571086563e-06,300000.0,True
234,0.29743456840515137,1.555948301756871e-06,300000.0,True
235,0.5597429871559143,1.5418498833241756e-06,300000.0,True
236,0.3672856092453003,1.5359447615992394e-06,300000.0,True
237,0.2959863543510437,1.5180295349637163e-06,300000.0,True
238,0.5297247767448425,1.512591211394465e-06,300000.0,True
239,0.5647011995315552,1.5150845911193755e-06,300000.0,True
240,0.49794429540634155,1.515975100119249e-06,300000.0,True
241,0.5644148588180542,1.5280181742127752e-06,300000.0,True
242,0.4511175751686096,1.6238716398220276e-06,300000.0,True
243,0.4644232392311096,1.7179962696900475e-06,300000.0,True
244,0.298534631729126,1.9022040760319214e-06,300000.0,True
245,0.5464953780174255,2.0775319171661977e-06,300000.0,True
246,0.5182399153709412,2.168486162190675e-06,300000.0,True
247,0.43566709756851196,2.1876646769669605e-06,300000.0,True
248,0.347962349653244,2.1718028619943652e-06,300000.0,True
249,0.33523494005203247,2.121245415764861e-06,300000.0,True
250,0.3531358242034912,2.0758261598530225e-06,300000.0,True
251,0.4361743628978729,2.011287051573163e-06,300000.0,True
252,0.28973066806793213,2.1159892185096396e-06,300000.0,True
253,0.32478174567222595,2.274415237479843e-06,300000.0,True
254,0.3273285925388336,2.3302600311581045e-06,300000.0,True
255,0.22022466361522675,2.342431571378256e-06,300000.0,True
256,0.2988657057285309,2.319059603905771e-06,300000.0,True
257,0.2571050822734833,2.2588562842429383e-06,300000.0,True
258,0.20697277784347534,2.176933094233391e-06,300000.0,True
259,0.28269368410110474,2.092996737701469e-06,300000.0,True
260,0.24306611716747284,1.9992166926385835e-06,300000.0,True
261,0.24358923733234406,1.9159774637955707e-06,300000.0,True
262,0.3498460054397583,1.8394924836684368e-06,300000.0,True
263,0.2608624994754791,1.7793728375181672e-06,300000.0,True
264,0.3501865267753601,1.7148230426755617e-06,300000.0,True
265,0.21352899074554443,1.6616584161965875e-06,300000.0,True
266,0.3418358564376831,1.6058587561929016e-06,300000.0,True
267,0.3040803074836731,1.5760673477416276e-06,300000.0,True
268,0.2249162346124649,1.5542826758974115e-06,300000.0,True
269,0.3696325719356537,1.5275052192009753e-06,300000.0,True
270,0.24527029693126678,1.504227952864312e-06,300000.0,True
271,0.238712340593338,1.5023689456938882e-06,300000.0,True
272,0.36913299560546875,1.491396233177511e-06,300000.0,True
273,0.27272099256515503,1.4777725709791412e-06,300000.0,True
274,0.2461976408958435,1.4598882671634783e-06,300000.0,True
275,0.23844170570373535,1.5192681530606933e-06,300000.0,True
276,0.2669171392917633,1.6203878203668864e-06,300000.0,True
277,0.3099730610847473,1.6880994735402055e-06,300000.0,True
278,0.20055553317070007,1.7218577568200999e-06,300000.0,True
279,0.23332372307777405,1.7207188420798047e-06,300000.0,True
280,0.4082973301410675,1.7128013496403582e-06,300000.0,True
281,0.1980757862329483,1.6844543324623373e-06,300000.0,True
282,0.3227808475494385,1.6507656255271286e-06,300000.0,True
283,0.3320744037628174,1.6205518704737187e-06,300000.0,True
284,0.39436212182044983,1.6034722420954495e-06,300000.0,True
285,0.38041412830352783,1.6275099596896325e-06,300000.0,True
286,0.34975045919418335,1.6348272993127466e-06,300000.0,True
287,0.3176959455013275,1.6367768012059969e-06,300000.0,True
288,0.20095090568065643,1.635880380490562e-06,300000.0,True
289,0.3364880084991455,1.6044511994550703e-06,300000.0,True
290,0.3272741436958313,1.601449298505031e-06,300000.0,True
291,0.32265815138816833,1.5940994444463286e-06,300000.0,True
292,0.31787553429603577,1.5886510027485201e-06,300000.0,True
293,0.36014223098754883,1.5679783018640592e-06,300000.0,True
294,0.20897534489631653,1.552907860968844e-06,300000.0,True
295,0.24304860830307007,1.5251223430823302e-06,300000.0,True
296,0.3705233335494995,1.5185656820904114e-06,300000.0,True
297,0.295816034078598,1.5140509503908106e-06,300000.0,True
298,0.3360234200954437,1.5108212210179772e-06,300000.0,True
299,0.36760571599006653,1.5003813587100012e-06,300000.0,True
300,0.4475262463092804,1.4940218306946917e-06,300000.0,True
301,0.1634538173675537,1.4803875956204138e-06,300000.0,True
302,0.3397488296031952,1.4758943507331423e-06,300000.0,True
303,0.27886706590652466,1.4628179769715643e-06,300000.0,True
304,0.26455026865005493,1.4751780099686584e-06,300000.0,True
305,0.22515134513378143,1.4990450836194213e-06,300000.0,True
306,0.3643839955329895,1.5131647614907706e-06,300000.0,True
307,0.3421138525009155,1.5112422033780604e-06,300000.0,True
308,0.3852781355381012,1.503171915828716e-06,300000.0,True
309,0.34522685408592224,1.4828832490820787e-06,300000.0,True
310,0.4032372236251831,1.467258471166133e-06,300000.0,True
311,0.4014620780944824,1.4496893072646344e-06,300000.0,True
312,0.45067617297172546,1.4324386938824318e-06,300000.0,True
313,0.27393534779548645,1.42789906476537e-06,300000.0,True
314,0.3876206874847412,1.432555791325285e-06,300000.0,True
315,0.3918547034263611,1.4569437780664884e-06,300000.0,True
316,0.3796616494655609,1.4994031971582444e-06,300000.0,True
317,0.2306673675775528,1.535050614620559e-06,300000.0,True
318,0.4011823832988739,1.5613669575031963e-06,300000.0,True
319,0.2417547106742859,1.5771429389133118e-06,300000.0,True
320,0.2336467057466507,1.5685757261962863e-06,300000.0,True
321,0.28262248635292053,1.5596243656545994e-06,300000.0,True
322,0.29268643260002136,1.557286509523692e-06,300000.0,True
323,0.28497761487960815,1.5535047168668825e-06,300000.0,True
324,0.30755850672721863,1.5490820715058362e-06,300000.0,True
325,0.284617155790329,1.541268147775554e-06,300000.0,True
326,0.3314599394798279,1.5346018926720717e-06,300000.0,True
327,0.3041810095310211,1.5246381508404738e-06,300000.0,True
328,0.44838348031044006,1.5172780649663764e-06,300000.0,True
329,0.21013948321342468,1.5026664641482057e-06,300000.0,True
330,0.24180375039577484,1.4982465472712647e-06,300000.0,True
331,0.14692836999893188,1.4872111933073029e-06,300000.0,True
332,0.2778365910053253,1.4922254649718525e-06,300000.0,True
333,0.25137650966644287,1.5184758694886114e-06,300000.0,True
334,0.2682148516178131,1.55669931700686e-06,300000.0,True
335,0.3042720854282379,1.5831989230719046e-06,300000.0,True
336,0.3204946517944336,1.5959660686348798e-06,300000.0,True
337,0.26382705569267273,1.5959165011736332e-06,300000.0,True
338,0.3586401343345642,1.5813953950782889e-06,300000.0,True
339,0.3688078224658966,1.5594326896462007e-06,300000.0,True
340,0.2920697331428528,1.54852102696168e-06,300000.0,True
341,0.35970544815063477,1.5515952327405103e-06,300000.0,True
342,0.2702275812625885,1.5760446103740833e-06,300000.0,True
343,0.23697617650032043,1.5921669955787365e-06,300000.0,True
344,0.3761196732521057,1.6019664599298267e-06,300000.0,True
345,0.35069170594215393,1.599202391844301e-06,300000.0,True
346,0.361526757478714,1.6013752883736743e-06,300000.0,True
347,0.36467358469963074,1.5904190604487667e-06,300000.0,True
348,0.2678969204425812,1.5832958979444811e-06,300000.0,True
349,0.287716269493103,1.5705472833360545e-06,300000.0,True
350,0.2586826682090759,1.5489872566831764e-06,300000.0,True
351,0.4510456919670105,1.5221753528749105e-06,300000.0,True
352,0.3422597050666809,1.5158234418777283e-06,300000.0,True
353,0.49051710963249207,1.5197891798379715e-06,300000.0,True
354,0.24355962872505188,1.516317297500791e-06,300000.0,True
355,0.48198994994163513,1.5224941307678819e-06,300000.0,True
356,0.42851221561431885,1.5176065062405542e-06,300000.0,True
357,0.4094317853450775,1.5449535339939757e-06,300000.0,True
358,0.3887433707714081,1.5711732430645498e-06,300000.0,True
359,0.3924654424190521,1.5980604075593874e-06,300000.0,True
360,0.3325407803058624,1.6085763263617991e-06,300000.0,True
361,0.3289690911769867,1.6136568774527404e-06,300000.0,True
362,0.33974769711494446,1.6081355624919524e-06,300000.0,True
363,0.39429613947868347,1.6063725070125656e-06,300000.0,True
364,0.3481242060661316,1.5943854805300361e-06,300000.0,True
365,0.37777549028396606,1.5832408735150238e-06,300000.0,True
366,0.4060966968536377,1.5682689991081133e-06,300000.0,True
367,0.42327430844306946,1.5568922435704735e-06,300000.0,True
368,0.2656779885292053,1.5434213764820015e-06,300000.0,True
369,0.23991607129573822,1.5338966932176845e-06,300000.0,True
370,0.4734405279159546,1.5133707620407222e-06,300000.0,True
371,0.33199819922447205,1.5075690953381127e-06,300000.0,True
372,0.3969235420227051,1.524358367532841e-06,300000.0,True
373,0.3759465217590332,1.5538114439550554e-06,300000.0,True
374,0.3008517324924469,1.5739976788609056e-06,300000.0,True
375,0.42675596475601196,1.5954140053509036e-06,300000.0,True
376,0.24128055572509766,1.6068523791545886e-06,300000.0,True
377,0.3191881775856018,1.618484134269238e-06,300000.0,True
378,0.2902427613735199,1.610992740097572e-06,300000.0,True
379,0.3801209330558777,1.6044342601162498e-06,300000.0,True
380,0.3305915296077728,1.5898505125733209e-06,300000.0,True
381,0.34428006410598755,1.5813401432751562e-06,300000.0,True
382,0.42680561542510986,1.5673365396651207e-06,300000.0,True
383,0.41526883840560913,1.5585446817567572e-06,300000.0,True
384,0.2767241299152374,1.5726262745374697e-06,300000.0,True
385,0.335332989692688,1.5983931689333986e-06,300000.0,True
386,0.24390484392642975,1.6229050743277185e-06,300000.0,True
387,0.4262017011642456,1.6455047671115608e-06,300000.0,True
388,0.3717505931854248,1.6702454104233766e-06,300000.0,True
389,0.3966052532196045,1.6869705632416299e-06,300000.0,True
390,0.28218942880630493,1.7004716710289358e-06,300000.0,True
391,0.2523643970489502,1.6923161183513002e-06,300000.0,True
392,0.29378455877304077,1.6873610775292036e-06,300000.0,True
393,0.29432371258735657,1.6668384432705352e-06,300000.0,True
394,0.26511117815971375,1.6523021031389362e-06,300000.0,True
395,0.2648484706878662,1.6241419871221296e-06,300000.0,True
396,0.31537672877311707,1.608074057912745e-06,300000.0,True
397,0.29630231857299805,1.5840008700251929e-06,300000.0,True
398,0.2998732924461365,1.5648390672140522e-06,300000.0,True
399,0.29103708267211914,1.5542323126283009e-06,300000.0,True
400,0.37376272678375244,1.541406618343899e-06,300000.0,True
401,0.45272836089134216,1.535157593934855e-06,300000.0,True
402,0.35886532068252563,1.5274877114279661e-06,300000.0,True
403,0.3157167136669159,1.5254365735017927e-06,300000.0,True
404,0.39034950733184814,1.5172497569437837e-06,300000.0,True
405,0.21379928290843964,1.5312663208533195e-06,300000.0,True
406,0.2736673653125763,1.539532149763545e-06,300000.0,True
407,0.3214542865753174,1.5412838365591597e-06,300000.0,True
408,0.26631829142570496,1.5370922028523637e-06,300000.0,True
409,0.24372437596321106,1.5285968402167782e-06,300000.0,True
410,0.27104365825653076,1.5229217069645529e-06,300000.0,True
411,0.29847055673599243,1.5188176121228025e-06,300000.0,True
412,0.32690438628196716,1.5158608448473387e-06,300000.0,True
413,0.3178384304046631,1.5148566490097437e-06,300000.0,True
414,0.3231903612613678,1.5146891882977798e-06,300000.0,True
415,0.3264497220516205,1.5134650084291934e-06,300000.0,True
416,0.3477811813354492,1.5241057553794235e-06,300000.0,True
417,0.36598631739616394,1.5383088793896604e-06,300000.0,True
418,0.31817367672920227,1.5531226154053002e-06,300000.0,True
419,0.29958951473236084,1.5720374904049095e-06,300000.0,True
420,0.5040691494941711,1.5864966371736955e-06,300000.0,True
421,0.29068857431411743,1.597640789441357e-06,300000.0,True
422,0.354712575674057,1.5996633919712622e-06,300000.0,True
423,0.20561477541923523,1.5961558119670372e-06,300000.0,True
424,0.43097344040870667,1.5770655181768234e-06,300000.0,True
425,0.3361752927303314,1.5693179875597707e-06,300000.0,True
426,0.34999534487724304,1.5536550108663505e-06,300000.0,True
427,0.6051133275032043,1.5412962284244713e-06,300000.0,True
428,0.47421514987945557,1.535123260509863e-06,300000.0,True
429,0.39774197340011597,1.5231083807520918e-06,300000.0,True
430,0.3544808030128479,1.5124422816370497e-06,300000.0,True
431,0.32709014415740967,1.5127347978705075e-06,300000.0,True
432,0.2915983498096466,1.5145810721151065e-06,300000.0,True
433,0.4366445243358612,1.5161175497269141e-06,300000.0,True
434,0.25009724497795105,1.5124928722798359e-06,300000.0,True
435,0.40023985505104065,1.507032379777229e-06,300000.0,True
436,0.4765435457229614,1.503775138189667e-06,300000.0,True
437,0.23362775146961212,1.5011409004728193e-06,300000.0,True
438,0.45114070177078247,1.50414223298867e-06,300000.0,True
439,0.2577386796474457,1.5041633787404862e-06,300000.0,True
440,0.3447912931442261,1.4966996104703867e-06,300000.0,True
441,0.23729106783866882,1.4857703263260191e-06,300000.0,True
442,0.41905227303504944,1.4746198075954453e-06,300000.0,True
443,0.31071650981903076,1.5203705743260798e-06,300000.0,True
444,0.4850870668888092,1.5915517224129871e-06,300000.0,True
445,0.2626323997974396,1.6563247982048779e-06,300000.0,True
446,0.3928016126155853,1.6816273955555516e-06,300000.0,True
447,0.32216280698776245,1.7087276091842796e-06,300000.0,True
448,0.2872282564640045,1.7203791458086926e-06,300000.0,True
449,0.27423033118247986,1.7627543229536968e-06,300000.0,True
450,0.2849625051021576,1.8357236513111275e-06,300000.0,True
451,0.33741894364356995,1.8604242768560653e-06,300000.0,True
452,0.4062444567680359,1.879851083685935e-06,300000.0,True
453,0.3157508373260498,1.876002897915896e-06,300000.0,True
454,0.2652072012424469,1.854721745075949e-06,300000.0,True
455,0.3141002058982849,1.8184855434810743e-06,300000.0,True
456,0.2569522559642792,1.7741899682732765e-06,300000.0,True
457,0.25027957558631897,1.7283434772252804e-06,300000.0,True
458,0.4335784912109375,1.6771690525274607e-06,300000.0,True
459,0.3423638343811035,1.6410076568718068e-06,300000.0,True
460,0.2924996018409729,1.5994487512216438e-06,300000.0,True
461,0.24932746589183807,1.5765548369017779e-06,300000.0,True
462,0.4166387617588043,1.5485375115531497e-06,300000.0,True
463,0.22774310410022736,1.5276501699190703e-06,300000.0,True
464,0.34133684635162354,1.5028734878796968e-06,300000.0,True
465,0.43055951595306396,1.4804804777668323e-06,300000.0,True
466,0.3923548460006714,1.4740577398697496e-06,300000.0,True
467,0.5072672963142395,1.4717788872076198e-06,300000.0,True
468,0.4718077480792999,1.4920600506229675e-06,300000.0,True
469,0.24760858714580536,1.5117918792384444e-06,300000.0,True
